Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
chejia_link,0.00361762800581263,-0.133421165022722,0.0648164589836014,0,0,0,2.42397545608915,0.0296962022350776,2.4976120795965E-06,-1.37689680267216E-05,0.0331663553221158,3.0593217918394E-05,0.00646533575042488,0,0,0,0,0,0,package://401pius/meshes/chejia_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://401pius/meshes/chejia_link.STL,,401pius.STEP-1/chejia.STEP-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
zhuanxiangjia_Link,0.00350625991709064,-0.184876810131571,-0.22368381667265,0,0,0,0.636763996187421,0.000522373966033037,6.88842321153043E-11,-2.55687287488004E-10,0.000692728712644784,1.31394242797586E-12,0.000643891365515844,0,0,0,0,0,0,package://401pius/meshes/zhuanxiangjia_Link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://401pius/meshes/zhuanxiangjia_Link.STL,,401pius.STEP-1/zhuanxiangjia.STEP-1,Origin_zhuanxiangjia_joint,基准轴7,zhuanxiangjia_joint,revolute,0,0,0,1.5708,0,0,chejia_link,0,-1,0,0,0,0,0,,,,,,,,
zuoqianlun_Link,-0.18003195018567,0.0161203758776952,-0.0161713179715041,0,0,0,0.379124506048444,0.00135623331658277,-2.05858146537997E-08,2.75425144310775E-07,0.00074553860560749,-2.05160697747808E-08,0.000744863292198173,0,0,0,0,0,0,package://401pius/meshes/zuoqianlun_Link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://401pius/meshes/zuoqianlun_Link.STL,,401pius.STEP-1/qianlun.STEP-2,Origin_zuoqianlun_joint,基准轴3,zuoqianlun_joint,continuous,-0.092435,-0.21283,-0.24243,2.9877,0,0,zhuanxiangjia_Link,1,0,0,,,,,,,,,,,,
youqianlun_Link,-0.180031949902314,0.0161203458684245,-0.0161712883250444,0,0,0,0.37912408551256,0.0013562336762928,-2.05946493125457E-08,2.75615782692675E-07,0.0007455386716045,-2.12571382999838E-08,0.000744862395561634,0,0,0,0,0,0,package://401pius/meshes/youqianlun_Link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://401pius/meshes/youqianlun_Link.STL,,401pius.STEP-1/qianlun.STEP-1,Origin_youqianlun_joint,基准轴4,youqianlun_joint,continuous,0.099447,-0.24433,-0.20905,-1.6671,0,3.1416,zhuanxiangjia_Link,1,0,0,,,,,,,,,,,,
zuohoulun_Link,-0.205721407122161,4.72112875317676E-05,9.00201436271342E-06,0,0,0,0.634779873374433,0.00181854534335576,3.33041385279325E-07,-2.8378478388468E-07,0.00101390067982028,-5.2299696505564E-09,0.00101270577373137,0,0,0,0,0,0,package://401pius/meshes/zuohoulun_Link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://401pius/meshes/zuohoulun_Link.STL,,401pius.STEP-1/houlun.STEP-1,Origin_zuohoulun_joint,基准轴5,zuohoulun_joint,continuous,-0.058831,-0.23219,-0.22848,1.5708,0,0,chejia_link,1,0,0,,,,,,,,,,,,
youhoulun_Link,-0.205721415016193,4.72492608288855E-05,9.01686700283122E-06,0,0,0,0.634778552429949,0.00181854505148151,3.32515010548019E-07,-2.83394847813244E-07,0.00101390105479182,-5.03852728516005E-09,0.00101270465329001,0,0,0,0,0,0,package://401pius/meshes/youhoulun_Link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://401pius/meshes/youhoulun_Link.STL,,401pius.STEP-1/houlun.STEP-2,Origin_youhoulun_joint,基准轴6,youhoulun_joint,continuous,0.065844,-0.23219,-0.22848,0.17453,0,-3.1416,chejia_link,1,0,0,,,,,,,,,,,,
